Symbol,Date,Close
NEE,2013-01-22,71.980003
NEE,2013-01-23,71.790001
NEE,2013-01-24,72.099998
NEE,2013-01-25,72.5
NEE,2013-01-28,72.400002
NEE,2013-01-29,72.610001
NEE,2013-01-30,72.0
NEE,2013-01-31,72.050003
NEE,2013-02-01,72.279999
NEE,2013-02-04,71.989998
NEE,2013-02-05,72.160004
NEE,2013-02-06,72.010002
NEE,2013-02-07,72.25
NEE,2013-02-08,72.099998
NEE,2013-02-11,72.18
NEE,2013-02-12,72.489998
NEE,2013-02-13,72.550003
NEE,2013-02-14,72.199997
NEE,2013-02-15,72.5
NEE,2013-02-19,72.900002
NEE,2013-02-20,72.940002
NEE,2013-02-21,72.529999
NEE,2013-02-22,72.75
NEE,2013-02-25,72.190002
NEE,2013-02-26,72.269997
NEE,2013-02-27,71.940002
NEE,2013-02-28,71.870003
NEE,2013-03-01,72.360001
NEE,2013-03-04,73.589996
NEE,2013-03-05,73.879997
NEE,2013-03-06,74.169998
NEE,2013-03-07,73.940002
NEE,2013-03-08,74.160004
NEE,2013-03-11,74.18
NEE,2013-03-12,73.099998
NEE,2013-03-13,73.75
NEE,2013-03-14,74.010002
NEE,2013-03-15,74.470001
NEE,2013-03-18,74.120003
NEE,2013-03-19,75.120003
NEE,2013-03-20,75.699997
NEE,2013-03-21,75.589996
NEE,2013-03-22,76.169998
NEE,2013-03-25,76.18
NEE,2013-03-26,77.169998
NEE,2013-03-27,76.879997
NEE,2013-03-28,77.68
NEE,2013-04-01,77.480003
NEE,2013-04-02,78.160004
NEE,2013-04-03,78.32
NEE,2013-04-04,79.230003
NEE,2013-04-05,79.540001
NEE,2013-04-08,79.940002
NEE,2013-04-09,79.190002
NEE,2013-04-10,79.860001
NEE,2013-04-11,79.839996
NEE,2013-04-12,79.489998
NEE,2013-04-15,78.949997
NEE,2013-04-16,79.709999
NEE,2013-04-17,79.019997
NEE,2013-04-18,78.849998
NEE,2013-04-19,80.080002
NEE,2013-04-22,79.910004
NEE,2013-04-23,80.110001
NEE,2013-04-24,80.559998
NEE,2013-04-25,80.440002
NEE,2013-04-26,80.540001
NEE,2013-04-29,81.260002
NEE,2013-04-30,82.029999
NEE,2013-05-01,81.330002
NEE,2013-05-02,81.730003
NEE,2013-05-03,81.75
NEE,2013-05-06,80.599998
NEE,2013-05-07,81.720001
NEE,2013-05-08,80.940002
NEE,2013-05-09,79.839996
NEE,2013-05-10,80.0
NEE,2013-05-13,79.620003
NEE,2013-05-14,80.190002
NEE,2013-05-15,81.160004
NEE,2013-05-16,80.43
NEE,2013-05-17,81.099998
NEE,2013-05-20,80.239998
NEE,2013-05-21,80.489998
NEE,2013-05-22,79.160004
NEE,2013-05-23,78.220001
NEE,2013-05-24,77.300003
NEE,2013-05-28,77.019997
NEE,2013-05-29,75.720001
NEE,2013-05-30,75.709999
NEE,2013-05-31,75.620003
NEE,2013-06-03,76.279999
NEE,2013-06-04,76.489998
NEE,2013-06-05,75.989998
NEE,2013-06-06,77.389999
NEE,2013-06-07,78.800003
NEE,2013-06-10,78.68
NEE,2013-06-11,78.870003
NEE,2013-06-12,77.75
NEE,2013-06-13,79.129997
NEE,2013-06-14,79.730003
NEE,2013-06-17,80.660004
NEE,2013-06-18,81.589996
NEE,2013-06-19,80.190002
NEE,2013-06-20,77.330002
NEE,2013-06-21,78.330002
NEE,2013-06-24,78.379997
NEE,2013-06-25,79.0
NEE,2013-06-26,79.839996
NEE,2013-06-27,80.419998
NEE,2013-06-28,81.480003
NEE,2013-07-01,80.230003
NEE,2013-07-02,80.339996
NEE,2013-07-03,80.120003
NEE,2013-07-05,79.93
NEE,2013-07-08,80.660004
NEE,2013-07-09,81.349998
NEE,2013-07-10,81.629997
NEE,2013-07-11,83.230003
NEE,2013-07-12,84.010002
NEE,2013-07-15,85.440002
NEE,2013-07-16,84.959999
NEE,2013-07-17,84.809998
NEE,2013-07-18,85.43
NEE,2013-07-19,84.959999
NEE,2013-07-22,84.879997
NEE,2013-07-23,84.800003
NEE,2013-07-24,83.760002
NEE,2013-07-25,84.080002
NEE,2013-07-26,83.949997
NEE,2013-07-29,84.790001
NEE,2013-07-30,86.480003
NEE,2013-07-31,86.610001
NEE,2013-08-01,88.290001
NEE,2013-08-02,87.940002
NEE,2013-08-05,87.080002
NEE,2013-08-06,86.82
NEE,2013-08-07,86.760002
NEE,2013-08-08,86.629997
NEE,2013-08-09,86.260002
NEE,2013-08-12,85.589996
NEE,2013-08-13,85.099998
NEE,2013-08-14,84.419998
NEE,2013-08-15,83.0
NEE,2013-08-16,82.150002
NEE,2013-08-19,81.540001
NEE,2013-08-20,82.190002
NEE,2013-08-21,80.779999
NEE,2013-08-22,80.970001
NEE,2013-08-23,81.410004
NEE,2013-08-26,80.559998
NEE,2013-08-27,81.089996
NEE,2013-08-28,81.080002
NEE,2013-08-29,80.559998
NEE,2013-08-30,80.360001
NEE,2013-09-03,79.769997
NEE,2013-09-04,80.099998
NEE,2013-09-05,79.959999
NEE,2013-09-06,80.010002
NEE,2013-09-09,80.230003
NEE,2013-09-10,80.610001
NEE,2013-09-11,79.610001
NEE,2013-09-12,79.269997
NEE,2013-09-13,79.220001
NEE,2013-09-16,79.169998
NEE,2013-09-17,79.0
NEE,2013-09-18,82.550003
NEE,2013-09-19,82.699997
NEE,2013-09-20,80.690002
NEE,2013-09-23,81.220001
NEE,2013-09-24,81.220001
NEE,2013-09-25,80.330002
NEE,2013-09-26,80.440002
NEE,2013-09-27,80.07
NEE,2013-09-30,80.160004
NEE,2013-10-01,80.07
NEE,2013-10-02,80.410004
NEE,2013-10-03,79.449997
NEE,2013-10-04,79.650002
NEE,2013-10-07,79.349998
NEE,2013-10-08,79.690002
NEE,2013-10-09,80.0
NEE,2013-10-10,81.400002
NEE,2013-10-11,81.75
NEE,2013-10-14,81.059998
NEE,2013-10-15,80.209999
NEE,2013-10-16,81.510002
NEE,2013-10-17,83.0
NEE,2013-10-18,83.540001
NEE,2013-10-21,83.790001
NEE,2013-10-22,85.010002
NEE,2013-10-23,85.089996
NEE,2013-10-24,85.169998
NEE,2013-10-25,85.949997
NEE,2013-10-28,85.160004
NEE,2013-10-29,85.980003
NEE,2013-10-30,85.580002
NEE,2013-10-31,84.75
NEE,2013-11-01,88.139999
NEE,2013-11-04,88.089996
NEE,2013-11-05,87.260002
NEE,2013-11-06,88.349998
NEE,2013-11-07,87.0
NEE,2013-11-08,87.120003
NEE,2013-11-11,86.550003
NEE,2013-11-12,85.650002
NEE,2013-11-13,86.099998
NEE,2013-11-14,87.5
NEE,2013-11-15,88.57
NEE,2013-11-18,89.059998
NEE,2013-11-19,87.300003
NEE,2013-11-20,86.230003
NEE,2013-11-21,86.589996
NEE,2013-11-22,86.589996
NEE,2013-11-25,86.099998
NEE,2013-11-26,85.129997
NEE,2013-11-27,84.940002
NEE,2013-11-29,84.589996
NEE,2013-12-02,83.93
NEE,2013-12-03,84.050003
NEE,2013-12-04,84.209999
NEE,2013-12-05,83.589996
NEE,2013-12-06,84.629997
NEE,2013-12-09,84.110001
NEE,2013-12-10,82.839996
NEE,2013-12-11,82.400002
NEE,2013-12-12,82.760002
NEE,2013-12-13,82.709999
NEE,2013-12-16,82.860001
NEE,2013-12-17,82.629997
NEE,2013-12-18,83.68
NEE,2013-12-19,83.730003
NEE,2013-12-20,84.82
NEE,2013-12-23,84.699997
NEE,2013-12-24,84.730003
NEE,2013-12-26,84.589996
NEE,2013-12-27,84.699997
NEE,2013-12-30,85.050003
NEE,2013-12-31,85.620003
NEE,2014-01-02,84.25
NEE,2014-01-03,84.360001
NEE,2014-01-06,84.400002
NEE,2014-01-07,85.019997
NEE,2014-01-08,85.290001
NEE,2014-01-09,86.019997
NEE,2014-01-10,87.25
NEE,2014-01-13,86.68
NEE,2014-01-14,86.720001
NEE,2014-01-15,86.800003
NEE,2014-01-16,87.550003
NEE,2014-01-17,87.660004
NEE,2014-01-21,89.050003
NEE,2014-01-22,88.860001
NEE,2014-01-23,88.800003
NEE,2014-01-24,87.059998
NEE,2014-01-27,86.889999
NEE,2014-01-28,88.779999
NEE,2014-01-29,88.769997
NEE,2014-01-30,90.959999
NEE,2014-01-31,91.93
NEE,2014-02-03,91.220001
NEE,2014-02-04,90.139999
NEE,2014-02-05,89.360001
NEE,2014-02-06,89.779999
NEE,2014-02-07,90.610001
NEE,2014-02-10,91.339996
NEE,2014-02-11,91.980003
NEE,2014-02-12,92.199997
NEE,2014-02-13,92.849998
NEE,2014-02-14,93.269997
NEE,2014-02-18,93.349998
NEE,2014-02-19,92.440002
NEE,2014-02-20,92.449997
NEE,2014-02-21,92.559998
NEE,2014-02-24,91.779999
NEE,2014-02-25,91.639999
NEE,2014-02-26,90.459999
NEE,2014-02-27,90.580002
NEE,2014-02-28,91.389999
NEE,2014-03-03,90.279999
NEE,2014-03-04,91.660004
NEE,2014-03-05,90.650002
NEE,2014-03-06,90.739998
NEE,2014-03-07,91.800003
NEE,2014-03-10,91.18
NEE,2014-03-11,90.959999
NEE,2014-03-12,92.190002
NEE,2014-03-13,93.779999
NEE,2014-03-14,94.260002
NEE,2014-03-17,94.809998
NEE,2014-03-18,94.470001
NEE,2014-03-19,93.300003
NEE,2014-03-20,93.540001
NEE,2014-03-21,94.57
NEE,2014-03-24,94.080002
NEE,2014-03-25,94.57
NEE,2014-03-26,93.879997
NEE,2014-03-27,94.610001
NEE,2014-03-28,94.720001
NEE,2014-03-31,95.620003
NEE,2014-04-01,94.860001
NEE,2014-04-02,94.040001
NEE,2014-04-03,94.599998
NEE,2014-04-04,95.010002
NEE,2014-04-07,93.900002
NEE,2014-04-08,96.5
NEE,2014-04-09,96.43
NEE,2014-04-10,95.769997
NEE,2014-04-11,95.150002
NEE,2014-04-14,96.110001
NEE,2014-04-15,97.239998
NEE,2014-04-16,97.910004
NEE,2014-04-17,96.589996
NEE,2014-04-21,96.68
NEE,2014-04-22,96.349998
NEE,2014-04-23,96.470001
NEE,2014-04-24,96.690002
NEE,2014-04-25,97.669998
NEE,2014-04-28,97.269997
NEE,2014-04-29,97.970001
NEE,2014-04-30,99.849998
NEE,2014-05-01,99.970001
NEE,2014-05-02,97.989998
NEE,2014-05-05,97.949997
NEE,2014-05-06,97.860001
NEE,2014-05-07,99.260002
NEE,2014-05-08,98.489998
NEE,2014-05-09,96.919998
NEE,2014-05-12,95.809998
NEE,2014-05-13,96.080002
NEE,2014-05-14,96.610001
NEE,2014-05-15,96.269997
NEE,2014-05-16,96.599998
NEE,2014-05-19,94.699997
NEE,2014-05-20,96.330002
NEE,2014-05-21,96.279999
NEE,2014-05-22,96.639999
NEE,2014-05-23,96.459999
NEE,2014-05-27,96.529999
NEE,2014-05-28,97.360001
NEE,2014-05-29,96.550003
NEE,2014-05-30,97.360001
NEE,2014-06-02,97.18
NEE,2014-06-03,97.160004
NEE,2014-06-04,97.32
NEE,2014-06-05,97.769997
NEE,2014-06-06,97.440002
NEE,2014-06-09,96.379997
NEE,2014-06-10,95.779999
NEE,2014-06-11,94.900002
NEE,2014-06-12,95.620003
NEE,2014-06-13,96.779999
NEE,2014-06-16,97.160004
NEE,2014-06-17,97.75
NEE,2014-06-18,99.690002
NEE,2014-06-19,100.160004
NEE,2014-06-20,99.989998
NEE,2014-06-23,99.629997
NEE,2014-06-24,100.730003
NEE,2014-06-25,101.75
NEE,2014-06-26,101.400002
NEE,2014-06-27,101.599998
NEE,2014-06-30,102.480003
NEE,2014-07-01,101.449997
NEE,2014-07-02,99.699997
NEE,2014-07-03,98.220001
NEE,2014-07-07,98.480003
NEE,2014-07-08,98.900002
NEE,2014-07-09,98.830002
NEE,2014-07-10,99.389999
NEE,2014-07-11,98.970001
NEE,2014-07-14,97.419998
NEE,2014-07-15,98.32
NEE,2014-07-16,98.720001
NEE,2014-07-17,97.580002
NEE,2014-07-18,98.779999
NEE,2014-07-21,98.68
NEE,2014-07-22,98.349998
NEE,2014-07-23,98.489998
NEE,2014-07-24,98.720001
NEE,2014-07-25,98.449997
NEE,2014-07-28,99.580002
NEE,2014-07-29,98.400002
NEE,2014-07-30,96.339996
NEE,2014-07-31,93.889999
NEE,2014-08-01,93.82
NEE,2014-08-04,94.050003
NEE,2014-08-05,92.589996
NEE,2014-08-06,92.349998
NEE,2014-08-07,93.970001
NEE,2014-08-08,95.449997
NEE,2014-08-11,94.889999
NEE,2014-08-12,94.900002
NEE,2014-08-13,95.75
NEE,2014-08-14,96.190002
NEE,2014-08-15,96.379997
NEE,2014-08-18,96.139999
NEE,2014-08-19,97.32
NEE,2014-08-20,97.739998
NEE,2014-08-21,98.010002
NEE,2014-08-22,97.639999
NEE,2014-08-25,98.169998
NEE,2014-08-26,96.720001
NEE,2014-08-27,96.889999
NEE,2014-08-28,97.529999
NEE,2014-08-29,98.449997
NEE,2014-09-02,97.230003
NEE,2014-09-03,97.599998
NEE,2014-09-04,97.230003
NEE,2014-09-05,97.919998
NEE,2014-09-08,97.239998
NEE,2014-09-09,95.699997
NEE,2014-09-10,95.620003
NEE,2014-09-11,96.150002
NEE,2014-09-12,94.099998
NEE,2014-09-15,94.18
NEE,2014-09-16,95.129997
NEE,2014-09-17,95.290001
NEE,2014-09-18,94.580002
NEE,2014-09-19,95.139999
NEE,2014-09-22,94.620003
NEE,2014-09-23,94.550003
NEE,2014-09-24,94.18
NEE,2014-09-25,93.139999
NEE,2014-09-26,93.440002
NEE,2014-09-29,93.599998
NEE,2014-09-30,93.879997
NEE,2014-10-01,94.290001
NEE,2014-10-02,93.769997
NEE,2014-10-03,94.230003
NEE,2014-10-06,93.660004
NEE,2014-10-07,93.019997
NEE,2014-10-08,95.32
NEE,2014-10-09,93.589996
NEE,2014-10-10,93.629997
NEE,2014-10-13,92.790001
NEE,2014-10-14,93.339996
NEE,2014-10-15,91.82
NEE,2014-10-16,93.370003
NEE,2014-10-17,94.25
NEE,2014-10-20,95.129997
NEE,2014-10-21,95.519997
NEE,2014-10-22,96.529999
NEE,2014-10-23,97.800003
NEE,2014-10-24,98.360001
NEE,2014-10-27,98.089996
NEE,2014-10-28,99.129997
NEE,2014-10-29,98.599998
NEE,2014-10-30,99.910004
NEE,2014-10-31,100.220001
NEE,2014-11-03,100.809998
NEE,2014-11-04,100.959999
NEE,2014-11-05,104.879997
NEE,2014-11-06,103.949997
NEE,2014-11-07,104.730003
NEE,2014-11-10,105.610001
NEE,2014-11-11,104.800003
NEE,2014-11-12,103.089996
NEE,2014-11-13,102.269997
NEE,2014-11-14,101.849998
NEE,2014-11-17,103.209999
NEE,2014-11-18,103.339996
NEE,2014-11-19,103.709999
NEE,2014-11-20,103.059998
NEE,2014-11-21,103.739998
NEE,2014-11-24,103.220001
NEE,2014-11-25,102.849998
NEE,2014-11-26,103.199997
NEE,2014-11-28,104.389999
NEE,2014-12-01,104.809998
NEE,2014-12-02,105.110001
NEE,2014-12-03,104.389999
NEE,2014-12-04,103.489998
NEE,2014-12-05,102.93
NEE,2014-12-08,103.669998
NEE,2014-12-09,104.589996
NEE,2014-12-10,101.440002
NEE,2014-12-11,102.480003
NEE,2014-12-12,100.809998
NEE,2014-12-15,100.660004
NEE,2014-12-16,101.080002
NEE,2014-12-17,103.120003
NEE,2014-12-18,105.449997
NEE,2014-12-19,105.870003
NEE,2014-12-22,105.940002
NEE,2014-12-23,106.32
NEE,2014-12-24,107.980003
NEE,2014-12-26,109.290001
NEE,2014-12-29,110.5
NEE,2014-12-30,107.830002
NEE,2014-12-31,106.290001
NEE,2015-01-02,106.690002
NEE,2015-01-05,105.559998
NEE,2015-01-06,105.970001
NEE,2015-01-07,106.940002
NEE,2015-01-08,107.589996
NEE,2015-01-09,106.639999
NEE,2015-01-12,106.370003
NEE,2015-01-13,106.790001
NEE,2015-01-14,107.449997
NEE,2015-01-15,107.040001
NEE,2015-01-16,108.220001
NEE,2015-01-20,108.93
NEE,2015-01-21,109.889999
NEE,2015-01-22,109.550003
NEE,2015-01-23,109.480003
NEE,2015-01-26,109.75
NEE,2015-01-27,111.220001
NEE,2015-01-28,109.919998
NEE,2015-01-29,111.660004
NEE,2015-01-30,109.239998
NEE,2015-02-02,110.07
NEE,2015-02-03,110.239998
NEE,2015-02-04,109.440002
NEE,2015-02-05,109.709999
NEE,2015-02-06,105.800003
NEE,2015-02-09,104.519997
NEE,2015-02-10,107.830002
NEE,2015-02-11,105.059998
NEE,2015-02-12,105.339996
NEE,2015-02-13,103.620003
NEE,2015-02-17,103.419998
NEE,2015-02-18,106.489998
NEE,2015-02-19,105.43
NEE,2015-02-20,105.599998
NEE,2015-02-23,105.989998
NEE,2015-02-24,106.080002
NEE,2015-02-25,103.779999
NEE,2015-02-26,103.480003
NEE,2015-02-27,103.459999
NEE,2015-03-02,101.540001
NEE,2015-03-03,101.940002
NEE,2015-03-04,101.389999
NEE,2015-03-05,102.129997
NEE,2015-03-06,98.699997
NEE,2015-03-09,98.93
NEE,2015-03-10,97.989998
NEE,2015-03-11,97.980003
NEE,2015-03-12,100.519997
NEE,2015-03-13,100.610001
NEE,2015-03-16,102.970001
NEE,2015-03-17,103.279999
NEE,2015-03-18,106.900002
NEE,2015-03-19,105.480003
NEE,2015-03-20,105.989998
NEE,2015-03-23,105.739998
NEE,2015-03-24,104.839996
NEE,2015-03-25,103.419998
NEE,2015-03-26,102.720001
NEE,2015-03-27,103.540001
NEE,2015-03-30,104.739998
NEE,2015-03-31,104.050003
NEE,2015-04-01,104.760002
NEE,2015-04-02,104.75
NEE,2015-04-06,105.540001
NEE,2015-04-07,104.290001
NEE,2015-04-08,104.040001
NEE,2015-04-09,104.010002
NEE,2015-04-10,104.900002
NEE,2015-04-13,103.75
NEE,2015-04-14,104.360001
NEE,2015-04-15,104.18
NEE,2015-04-16,103.760002
NEE,2015-04-17,103.150002
NEE,2015-04-20,104.5
NEE,2015-04-21,103.400002
NEE,2015-04-22,103.290001
NEE,2015-04-23,104.279999
NEE,2015-04-24,105.050003
NEE,2015-04-27,103.82
NEE,2015-04-28,104.099998
NEE,2015-04-29,102.699997
NEE,2015-04-30,100.93
NEE,2015-05-01,101.879997
NEE,2015-05-04,102.760002
NEE,2015-05-05,100.150002
NEE,2015-05-06,100.029999
NEE,2015-05-07,100.599998
NEE,2015-05-08,101.209999
NEE,2015-05-11,100.010002
NEE,2015-05-12,99.910004
NEE,2015-05-13,100.199997
NEE,2015-05-14,101.080002
NEE,2015-05-15,102.139999
NEE,2015-05-18,102.300003
NEE,2015-05-19,102.510002
NEE,2015-05-20,102.519997
NEE,2015-05-21,102.160004
NEE,2015-05-22,102.230003
NEE,2015-05-26,101.029999
NEE,2015-05-27,100.830002
NEE,2015-05-28,102.269997
NEE,2015-05-29,102.339996
NEE,2015-06-01,103.529999
NEE,2015-06-02,102.220001
NEE,2015-06-03,100.220001
NEE,2015-06-04,100.370003
NEE,2015-06-05,98.769997
NEE,2015-06-08,98.120003
NEE,2015-06-09,98.190002
NEE,2015-06-10,99.120003
NEE,2015-06-11,99.669998
NEE,2015-06-12,99.239998
NEE,2015-06-15,99.120003
NEE,2015-06-16,99.529999
NEE,2015-06-17,100.699997
NEE,2015-06-18,102.260002
NEE,2015-06-19,100.959999
NEE,2015-06-22,100.760002
NEE,2015-06-23,99.290001
NEE,2015-06-24,98.529999
NEE,2015-06-25,97.989998
NEE,2015-06-26,98.699997
NEE,2015-06-29,98.169998
NEE,2015-06-30,98.029999
NEE,2015-07-01,98.43
NEE,2015-07-02,100.220001
NEE,2015-07-06,100.459999
NEE,2015-07-07,102.879997
NEE,2015-07-08,101.949997
NEE,2015-07-09,101.18
NEE,2015-07-10,101.639999
NEE,2015-07-13,101.970001
NEE,2015-07-14,101.989998
NEE,2015-07-15,102.769997
NEE,2015-07-16,104.43
NEE,2015-07-17,103.650002
NEE,2015-07-20,103.150002
NEE,2015-07-21,102.129997
NEE,2015-07-22,102.800003
NEE,2015-07-23,102.07
NEE,2015-07-24,102.279999
NEE,2015-07-27,103.5
NEE,2015-07-28,104.089996
NEE,2015-07-29,104.589996
NEE,2015-07-30,104.889999
NEE,2015-07-31,105.199997
NEE,2015-08-03,107.709999
NEE,2015-08-04,106.540001
NEE,2015-08-05,105.959999
NEE,2015-08-06,105.75
NEE,2015-08-07,107.0
NEE,2015-08-10,106.529999
NEE,2015-08-11,106.629997
NEE,2015-08-12,108.400002
NEE,2015-08-13,108.919998
NEE,2015-08-14,109.040001
NEE,2015-08-17,109.529999
NEE,2015-08-18,109.510002
NEE,2015-08-19,109.07
NEE,2015-08-20,108.25
NEE,2015-08-21,106.959999
NEE,2015-08-24,103.040001
NEE,2015-08-25,100.510002
NEE,2015-08-26,101.660004
NEE,2015-08-27,102.260002
NEE,2015-08-28,101.82
NEE,2015-08-31,98.410004
NEE,2015-09-01,95.349998
NEE,2015-09-02,95.040001
NEE,2015-09-03,95.169998
NEE,2015-09-04,94.620003
NEE,2015-09-08,97.089996
NEE,2015-09-09,95.300003
NEE,2015-09-10,95.349998
NEE,2015-09-11,95.849998
NEE,2015-09-14,96.129997
NEE,2015-09-15,96.230003
NEE,2015-09-16,97.510002
NEE,2015-09-17,98.699997
NEE,2015-09-18,97.290001
NEE,2015-09-21,98.050003
NEE,2015-09-22,97.050003
NEE,2015-09-23,96.980003
NEE,2015-09-24,97.519997
NEE,2015-09-25,98.610001
NEE,2015-09-28,97.550003
NEE,2015-09-29,96.790001
NEE,2015-09-30,97.550003
NEE,2015-10-01,96.550003
NEE,2015-10-02,98.540001
NEE,2015-10-05,100.720001
NEE,2015-10-06,99.849998
NEE,2015-10-07,99.93
NEE,2015-10-08,100.849998
NEE,2015-10-09,101.050003
NEE,2015-10-12,101.449997
NEE,2015-10-13,101.239998
NEE,2015-10-14,100.93
NEE,2015-10-15,103.199997
NEE,2015-10-16,103.660004
NEE,2015-10-19,103.769997
NEE,2015-10-20,103.940002
NEE,2015-10-21,104.199997
NEE,2015-10-22,105.709999
NEE,2015-10-23,104.559998
NEE,2015-10-26,103.849998
NEE,2015-10-27,104.099998
NEE,2015-10-28,102.949997
NEE,2015-10-29,101.779999
NEE,2015-10-30,102.660004
NEE,2015-11-02,102.230003
NEE,2015-11-03,102.309998
NEE,2015-11-04,103.220001
NEE,2015-11-05,102.099998
NEE,2015-11-06,98.839996
NEE,2015-11-09,98.910004
NEE,2015-11-10,99.0
NEE,2015-11-11,99.720001
NEE,2015-11-12,100.730003
NEE,2015-11-13,100.43
NEE,2015-11-16,102.120003
NEE,2015-11-17,100.75
NEE,2015-11-18,99.699997
NEE,2015-11-19,100.989998
NEE,2015-11-20,101.019997
NEE,2015-11-23,100.489998
NEE,2015-11-24,99.410004
NEE,2015-11-25,98.879997
NEE,2015-11-27,99.370003
NEE,2015-11-30,99.860001
NEE,2015-12-01,100.57
NEE,2015-12-02,97.989998
NEE,2015-12-03,96.419998
NEE,2015-12-04,98.139999
NEE,2015-12-07,98.57
NEE,2015-12-08,99.339996
NEE,2015-12-09,98.760002
NEE,2015-12-10,97.599998
NEE,2015-12-11,97.410004
NEE,2015-12-14,97.980003
NEE,2015-12-15,98.720001
NEE,2015-12-16,103.650002
NEE,2015-12-17,103.410004
NEE,2015-12-18,102.110001
NEE,2015-12-21,102.300003
NEE,2015-12-22,102.910004
NEE,2015-12-23,103.980003
NEE,2015-12-24,103.93
NEE,2015-12-28,103.989998
NEE,2015-12-29,104.650002
NEE,2015-12-30,104.910004
NEE,2015-12-31,103.889999
NEE,2016-01-04,103.57
NEE,2016-01-05,104.580002
NEE,2016-01-06,104.239998
NEE,2016-01-07,104.699997
NEE,2016-01-08,105.169998
NEE,2016-01-11,105.580002
NEE,2016-01-12,105.379997
NEE,2016-01-13,104.620003
NEE,2016-01-14,105.690002
NEE,2016-01-15,105.260002
NEE,2016-01-19,107.809998
NEE,2016-01-20,105.309998
NEE,2016-01-21,105.040001
NEE,2016-01-22,106.599998
NEE,2016-01-25,106.419998
NEE,2016-01-26,106.559998
NEE,2016-01-27,106.730003
NEE,2016-01-28,108.300003
NEE,2016-01-29,111.709999
NEE,2016-02-01,112.980003
NEE,2016-02-02,113.910004
NEE,2016-02-03,114.75
NEE,2016-02-04,113.519997
NEE,2016-02-05,113.610001
NEE,2016-02-08,114.169998
NEE,2016-02-09,115.349998
NEE,2016-02-10,113.739998
NEE,2016-02-11,111.900002
NEE,2016-02-12,111.669998
NEE,2016-02-16,112.349998
NEE,2016-02-17,111.43
NEE,2016-02-18,114.330002
NEE,2016-02-19,114.75
NEE,2016-02-22,115.699997
NEE,2016-02-23,116.120003
NEE,2016-02-24,116.0
NEE,2016-02-25,115.839996
NEE,2016-02-26,112.519997
NEE,2016-02-29,112.82
NEE,2016-03-01,112.599998
NEE,2016-03-02,112.360001
NEE,2016-03-03,111.620003
NEE,2016-03-04,114.290001
