Symbol,Date,Close
PG,2013-07-12,81.550003
PG,2013-07-15,81.510002
PG,2013-07-16,80.970001
PG,2013-07-17,80.089996
PG,2013-07-18,80.300003
PG,2013-07-19,81.370003
PG,2013-07-22,81.220001
PG,2013-07-23,80.949997
PG,2013-07-24,80.269997
PG,2013-07-25,80.410004
PG,2013-07-26,80.389999
PG,2013-07-29,80.089996
PG,2013-07-30,80.440002
PG,2013-07-31,80.300003
PG,2013-08-01,81.639999
PG,2013-08-02,81.290001
PG,2013-08-05,81.400002
PG,2013-08-06,81.739998
PG,2013-08-07,81.959999
PG,2013-08-08,82.169998
PG,2013-08-09,81.639999
PG,2013-08-12,81.620003
PG,2013-08-13,81.660004
PG,2013-08-14,81.25
PG,2013-08-15,80.480003
PG,2013-08-16,79.900002
PG,2013-08-19,79.589996
PG,2013-08-20,79.529999
PG,2013-08-21,79.379997
PG,2013-08-22,79.769997
PG,2013-08-23,80.010002
PG,2013-08-26,78.540001
PG,2013-08-27,77.970001
PG,2013-08-28,76.849998
PG,2013-08-29,77.309998
PG,2013-08-30,77.889999
PG,2013-09-03,77.75
PG,2013-09-04,77.489998
PG,2013-09-05,77.139999
PG,2013-09-06,77.150002
PG,2013-09-09,78.160004
PG,2013-09-10,77.949997
PG,2013-09-11,78.269997
PG,2013-09-12,78.260002
PG,2013-09-13,79.050003
PG,2013-09-16,80.160004
PG,2013-09-17,79.830002
PG,2013-09-18,80.300003
PG,2013-09-19,80.120003
PG,2013-09-20,79.389999
PG,2013-09-23,79.279999
PG,2013-09-24,78.620003
PG,2013-09-25,77.720001
PG,2013-09-26,78.050003
PG,2013-09-27,77.209999
PG,2013-09-30,75.589996
PG,2013-10-01,76.160004
PG,2013-10-02,75.93
PG,2013-10-03,75.839996
PG,2013-10-04,76.019997
PG,2013-10-07,75.650002
PG,2013-10-08,76.330002
PG,2013-10-09,76.949997
PG,2013-10-10,77.889999
PG,2013-10-11,78.480003
PG,2013-10-14,78.739998
PG,2013-10-15,77.599998
PG,2013-10-16,78.339996
PG,2013-10-17,79.419998
PG,2013-10-18,79.410004
PG,2013-10-21,78.970001
PG,2013-10-22,80.379997
PG,2013-10-23,80.910004
PG,2013-10-24,80.610001
PG,2013-10-25,80.0
PG,2013-10-28,81.300003
PG,2013-10-29,82.459999
PG,2013-10-30,81.519997
PG,2013-10-31,80.75
PG,2013-11-01,81.150002
PG,2013-11-04,81.330002
PG,2013-11-05,81.43
PG,2013-11-06,82.809998
PG,2013-11-07,82.32
PG,2013-11-08,82.510002
PG,2013-11-11,82.260002
PG,2013-11-12,82.800003
PG,2013-11-13,83.5
PG,2013-11-14,84.32
PG,2013-11-15,84.839996
PG,2013-11-18,84.57
PG,2013-11-19,84.339996
PG,2013-11-20,84.690002
PG,2013-11-21,84.669998
PG,2013-11-22,84.949997
PG,2013-11-25,85.410004
PG,2013-11-26,84.639999
PG,2013-11-27,84.279999
PG,2013-11-29,84.220001
PG,2013-12-02,83.339996
PG,2013-12-03,83.830002
PG,2013-12-04,83.349998
PG,2013-12-05,82.690002
PG,2013-12-06,84.519997
PG,2013-12-09,84.779999
PG,2013-12-10,83.650002
PG,2013-12-11,84.019997
PG,2013-12-12,82.300003
PG,2013-12-13,82.370003
PG,2013-12-16,81.690002
PG,2013-12-17,80.910004
PG,2013-12-18,82.379997
PG,2013-12-19,81.900002
PG,2013-12-20,81.839996
PG,2013-12-23,81.309998
PG,2013-12-24,81.309998
PG,2013-12-26,81.760002
PG,2013-12-27,82.010002
PG,2013-12-30,82.0
PG,2013-12-31,81.410004
PG,2014-01-02,80.540001
PG,2014-01-03,80.449997
PG,2014-01-06,80.639999
PG,2014-01-07,81.419998
PG,2014-01-08,80.239998
PG,2014-01-09,80.419998
PG,2014-01-10,80.300003
PG,2014-01-13,80.010002
PG,2014-01-14,80.870003
PG,2014-01-15,80.790001
PG,2014-01-16,80.559998
PG,2014-01-17,79.879997
PG,2014-01-21,80.18
PG,2014-01-22,79.230003
PG,2014-01-23,78.239998
PG,2014-01-24,79.18
PG,2014-01-27,78.470001
PG,2014-01-28,79.110001
PG,2014-01-29,77.639999
PG,2014-01-30,76.870003
PG,2014-01-31,76.620003
PG,2014-02-03,75.699997
PG,2014-02-04,76.089996
PG,2014-02-05,76.449997
PG,2014-02-06,76.900002
PG,2014-02-07,77.309998
PG,2014-02-10,78.029999
PG,2014-02-11,78.839996
PG,2014-02-12,77.489998
PG,2014-02-13,77.800003
PG,2014-02-14,79.400002
PG,2014-02-18,77.970001
PG,2014-02-19,78.139999
PG,2014-02-20,77.919998
PG,2014-02-21,77.970001
PG,2014-02-24,77.860001
PG,2014-02-25,78.120003
PG,2014-02-26,77.860001
PG,2014-02-27,78.190002
PG,2014-02-28,78.660004
PG,2014-03-03,77.480003
PG,2014-03-04,78.449997
PG,2014-03-05,77.82
PG,2014-03-06,78.059998
PG,2014-03-07,78.379997
PG,2014-03-10,78.529999
PG,2014-03-11,78.949997
PG,2014-03-12,79.239998
PG,2014-03-13,79.190002
PG,2014-03-14,78.980003
PG,2014-03-17,79.839996
PG,2014-03-18,79.769997
PG,2014-03-19,78.779999
PG,2014-03-20,78.32
PG,2014-03-21,77.879997
PG,2014-03-24,79.300003
PG,2014-03-25,79.809998
PG,2014-03-26,79.5
PG,2014-03-27,79.650002
PG,2014-03-28,79.760002
PG,2014-03-31,80.599998
PG,2014-04-01,80.339996
PG,2014-04-02,80.129997
PG,2014-04-03,80.099998
PG,2014-04-04,79.769997
PG,2014-04-07,80.489998
PG,2014-04-08,81.349998
PG,2014-04-09,81.489998
PG,2014-04-10,81.089996
PG,2014-04-11,80.760002
PG,2014-04-14,80.809998
PG,2014-04-15,80.839996
PG,2014-04-16,81.650002
PG,2014-04-17,81.760002
PG,2014-04-21,81.559998
PG,2014-04-22,81.25
PG,2014-04-23,80.360001
PG,2014-04-24,81.150002
PG,2014-04-25,81.410004
PG,2014-04-28,82.940002
PG,2014-04-29,82.440002
PG,2014-04-30,82.550003
PG,2014-05-01,82.339996
PG,2014-05-02,81.919998
PG,2014-05-05,81.699997
PG,2014-05-06,81.129997
PG,2014-05-07,82.089996
PG,2014-05-08,82.160004
PG,2014-05-09,82.389999
PG,2014-05-12,81.730003
PG,2014-05-13,81.610001
PG,2014-05-14,81.169998
PG,2014-05-15,80.529999
PG,2014-05-16,80.330002
PG,2014-05-19,79.93
PG,2014-05-20,80.230003
PG,2014-05-21,80.489998
PG,2014-05-22,80.650002
PG,2014-05-23,80.519997
PG,2014-05-27,80.080002
PG,2014-05-28,80.099998
PG,2014-05-29,80.400002
PG,2014-05-30,80.790001
PG,2014-06-02,80.360001
PG,2014-06-03,79.93
PG,2014-06-04,79.860001
PG,2014-06-05,80.110001
PG,2014-06-06,80.029999
PG,2014-06-09,80.089996
PG,2014-06-10,80.150002
PG,2014-06-11,80.059998
PG,2014-06-12,79.760002
PG,2014-06-13,79.639999
PG,2014-06-16,79.690002
PG,2014-06-17,79.580002
PG,2014-06-18,79.790001
PG,2014-06-19,80.239998
PG,2014-06-20,79.93
PG,2014-06-23,79.519997
PG,2014-06-24,79.010002
PG,2014-06-25,79.32
PG,2014-06-26,78.620003
PG,2014-06-27,79.019997
PG,2014-06-30,78.589996
PG,2014-07-01,79.279999
PG,2014-07-02,79.559998
PG,2014-07-03,79.980003
PG,2014-07-07,80.190002
PG,2014-07-08,80.559998
PG,2014-07-09,81.669998
PG,2014-07-10,81.610001
PG,2014-07-11,81.160004
PG,2014-07-14,81.32
PG,2014-07-15,81.260002
PG,2014-07-16,80.940002
PG,2014-07-17,80.400002
PG,2014-07-18,80.550003
PG,2014-07-21,80.279999
PG,2014-07-22,80.099998
PG,2014-07-23,79.989998
PG,2014-07-24,80.260002
PG,2014-07-25,79.559998
PG,2014-07-28,79.260002
PG,2014-07-29,78.650002
PG,2014-07-30,78.160004
PG,2014-07-31,77.32
PG,2014-08-01,79.650002
PG,2014-08-04,79.220001
PG,2014-08-05,79.410004
PG,2014-08-06,81.089996
PG,2014-08-07,80.139999
PG,2014-08-08,80.949997
PG,2014-08-11,81.480003
PG,2014-08-12,81.419998
PG,2014-08-13,81.480003
PG,2014-08-14,81.949997
PG,2014-08-15,81.779999
PG,2014-08-18,82.440002
PG,2014-08-19,82.690002
PG,2014-08-20,82.809998
PG,2014-08-21,83.279999
PG,2014-08-22,83.389999
PG,2014-08-25,83.540001
PG,2014-08-26,83.379997
PG,2014-08-27,83.309998
PG,2014-08-28,83.029999
PG,2014-08-29,83.110001
PG,2014-09-02,82.980003
PG,2014-09-03,82.900002
PG,2014-09-04,83.699997
PG,2014-09-05,83.769997
PG,2014-09-08,83.32
PG,2014-09-09,82.989998
PG,2014-09-10,83.639999
PG,2014-09-11,83.489998
PG,2014-09-12,83.260002
PG,2014-09-15,83.870003
PG,2014-09-16,84.080002
PG,2014-09-17,84.160004
PG,2014-09-18,84.190002
PG,2014-09-19,84.470001
PG,2014-09-22,84.809998
PG,2014-09-23,84.440002
PG,2014-09-24,85.239998
PG,2014-09-25,84.330002
PG,2014-09-26,84.580002
PG,2014-09-29,84.440002
PG,2014-09-30,83.739998
PG,2014-10-01,83.139999
PG,2014-10-02,83.050003
PG,2014-10-03,83.790001
PG,2014-10-06,83.57
PG,2014-10-07,83.160004
PG,2014-10-08,84.18
PG,2014-10-09,83.660004
PG,2014-10-10,84.690002
PG,2014-10-13,83.370003
PG,2014-10-14,83.550003
PG,2014-10-15,82.949997
PG,2014-10-16,82.239998
PG,2014-10-17,83.269997
PG,2014-10-20,84.18
PG,2014-10-21,84.610001
PG,2014-10-22,84.230003
PG,2014-10-23,83.230003
PG,2014-10-24,85.160004
PG,2014-10-27,85.949997
PG,2014-10-28,86.470001
PG,2014-10-29,86.540001
PG,2014-10-30,86.940002
PG,2014-10-31,87.269997
PG,2014-11-03,87.379997
PG,2014-11-04,88.639999
PG,2014-11-05,89.0
PG,2014-11-06,88.900002
PG,2014-11-07,89.129997
PG,2014-11-10,89.449997
PG,2014-11-11,89.669998
PG,2014-11-12,89.480003
PG,2014-11-13,88.599998
PG,2014-11-14,88.110001
PG,2014-11-17,87.839996
PG,2014-11-18,87.949997
PG,2014-11-19,88.730003
PG,2014-11-20,88.470001
PG,2014-11-21,88.599998
PG,2014-11-24,88.110001
PG,2014-11-25,88.800003
PG,2014-11-26,88.879997
PG,2014-11-28,90.43
PG,2014-12-01,90.080002
PG,2014-12-02,91.07
PG,2014-12-03,90.0
PG,2014-12-04,90.580002
PG,2014-12-05,90.379997
PG,2014-12-08,90.760002
PG,2014-12-09,90.709999
PG,2014-12-10,90.0
PG,2014-12-11,90.410004
PG,2014-12-12,89.550003
PG,2014-12-15,89.199997
PG,2014-12-16,89.360001
PG,2014-12-17,90.699997
PG,2014-12-18,92.0
PG,2014-12-19,92.050003
PG,2014-12-22,92.599998
PG,2014-12-23,93.290001
PG,2014-12-24,93.139999
PG,2014-12-26,93.459999
PG,2014-12-29,92.639999
PG,2014-12-30,92.400002
PG,2014-12-31,91.089996
PG,2015-01-02,90.440002
PG,2015-01-05,90.010002
PG,2015-01-06,89.599998
PG,2015-01-07,90.07
PG,2015-01-08,91.099998
PG,2015-01-09,90.25
PG,2015-01-12,89.919998
PG,2015-01-13,90.300003
PG,2015-01-14,89.989998
PG,2015-01-15,89.860001
PG,2015-01-16,91.25
PG,2015-01-20,91.190002
PG,2015-01-21,90.730003
PG,2015-01-22,91.620003
PG,2015-01-23,90.080002
PG,2015-01-26,89.580002
PG,2015-01-27,86.489998
PG,2015-01-28,85.150002
PG,2015-01-29,85.669998
PG,2015-01-30,84.290001
PG,2015-02-02,85.120003
PG,2015-02-03,85.949997
PG,2015-02-04,85.790001
PG,2015-02-05,86.699997
PG,2015-02-06,85.610001
PG,2015-02-09,85.050003
PG,2015-02-10,85.389999
PG,2015-02-11,85.639999
PG,2015-02-12,86.029999
PG,2015-02-13,85.900002
PG,2015-02-17,85.489998
PG,2015-02-18,86.260002
PG,2015-02-19,85.209999
PG,2015-02-20,84.870003
PG,2015-02-23,85.389999
PG,2015-02-24,85.5
PG,2015-02-25,85.459999
PG,2015-02-26,85.169998
PG,2015-02-27,85.129997
PG,2015-03-02,85.410004
PG,2015-03-03,85.160004
PG,2015-03-04,84.349998
PG,2015-03-05,84.629997
PG,2015-03-06,82.660004
PG,2015-03-09,83.089996
PG,2015-03-10,81.540001
PG,2015-03-11,81.389999
PG,2015-03-12,82.089996
PG,2015-03-13,81.830002
PG,2015-03-16,83.559998
PG,2015-03-17,82.849998
PG,2015-03-18,83.75
PG,2015-03-19,83.379997
PG,2015-03-20,84.739998
PG,2015-03-23,84.860001
PG,2015-03-24,83.919998
PG,2015-03-25,83.010002
PG,2015-03-26,82.150002
PG,2015-03-27,82.309998
PG,2015-03-30,82.720001
PG,2015-03-31,81.940002
PG,2015-04-01,82.32
PG,2015-04-02,82.43
PG,2015-04-06,83.040001
PG,2015-04-07,82.389999
PG,2015-04-08,82.769997
PG,2015-04-09,82.889999
PG,2015-04-10,83.349998
PG,2015-04-13,83.43
PG,2015-04-14,83.599998
PG,2015-04-15,83.510002
PG,2015-04-16,83.5
PG,2015-04-17,82.529999
PG,2015-04-20,82.870003
PG,2015-04-21,83.080002
PG,2015-04-22,83.089996
PG,2015-04-23,80.949997
PG,2015-04-24,81.0
PG,2015-04-27,80.599998
PG,2015-04-28,80.419998
PG,2015-04-29,79.849998
PG,2015-04-30,79.510002
PG,2015-05-01,80.290001
PG,2015-05-04,80.349998
PG,2015-05-05,80.07
PG,2015-05-06,80.400002
PG,2015-05-07,80.199997
PG,2015-05-08,80.959999
PG,2015-05-11,80.269997
PG,2015-05-12,79.949997
PG,2015-05-13,79.699997
PG,2015-05-14,80.57
PG,2015-05-15,81.050003
PG,2015-05-18,80.739998
PG,2015-05-19,80.830002
PG,2015-05-20,80.480003
PG,2015-05-21,80.410004
PG,2015-05-22,79.949997
PG,2015-05-26,79.139999
PG,2015-05-27,79.389999
PG,2015-05-28,79.330002
PG,2015-05-29,78.389999
PG,2015-06-01,78.849998
PG,2015-06-02,78.540001
PG,2015-06-03,78.559998
PG,2015-06-04,78.150002
PG,2015-06-05,77.43
PG,2015-06-08,77.709999
PG,2015-06-09,78.900002
PG,2015-06-10,79.540001
PG,2015-06-11,79.410004
PG,2015-06-12,78.870003
PG,2015-06-15,78.120003
PG,2015-06-16,79.099998
PG,2015-06-17,80.080002
PG,2015-06-18,80.82
PG,2015-06-19,80.540001
PG,2015-06-22,80.449997
PG,2015-06-23,79.790001
PG,2015-06-24,79.510002
PG,2015-06-25,79.389999
PG,2015-06-26,79.339996
PG,2015-06-29,78.32
PG,2015-06-30,78.239998
PG,2015-07-01,79.720001
PG,2015-07-02,79.93
PG,2015-07-06,80.050003
PG,2015-07-07,81.720001
PG,2015-07-08,80.989998
PG,2015-07-09,80.660004
PG,2015-07-10,80.949997
PG,2015-07-13,81.910004
PG,2015-07-14,82.040001
PG,2015-07-15,82.150002
PG,2015-07-16,82.300003
PG,2015-07-17,82.239998
PG,2015-07-20,82.190002
PG,2015-07-21,81.629997
PG,2015-07-22,80.830002
PG,2015-07-23,80.699997
PG,2015-07-24,80.290001
PG,2015-07-27,79.970001
PG,2015-07-28,80.230003
PG,2015-07-29,80.620003
PG,2015-07-30,77.389999
PG,2015-07-31,76.699997
PG,2015-08-03,76.400002
PG,2015-08-04,75.910004
PG,2015-08-05,75.769997
PG,2015-08-06,75.739998
PG,2015-08-07,75.480003
PG,2015-08-10,76.379997
PG,2015-08-11,76.220001
PG,2015-08-12,76.389999
PG,2015-08-13,75.779999
PG,2015-08-14,75.620003
PG,2015-08-17,75.529999
PG,2015-08-18,75.129997
PG,2015-08-19,74.120003
PG,2015-08-20,73.910004
PG,2015-08-21,71.839996
PG,2015-08-24,69.139999
PG,2015-08-25,68.419998
PG,2015-08-26,70.900002
PG,2015-08-27,71.480003
PG,2015-08-28,71.209999
PG,2015-08-31,70.669998
PG,2015-09-01,68.900002
PG,2015-09-02,69.809998
PG,2015-09-03,69.93
PG,2015-09-04,68.760002
PG,2015-09-08,69.980003
PG,2015-09-09,68.480003
PG,2015-09-10,68.32
PG,2015-09-11,68.419998
PG,2015-09-14,68.059998
PG,2015-09-15,69.449997
PG,2015-09-16,70.099998
PG,2015-09-17,70.239998
PG,2015-09-18,69.940002
PG,2015-09-21,70.650002
PG,2015-09-22,70.190002
PG,2015-09-23,70.260002
PG,2015-09-24,71.360001
PG,2015-09-25,72.669998
PG,2015-09-28,71.769997
PG,2015-09-29,72.279999
PG,2015-09-30,71.940002
PG,2015-10-01,71.949997
PG,2015-10-02,72.419998
PG,2015-10-05,73.220001
PG,2015-10-06,73.400002
PG,2015-10-07,73.720001
PG,2015-10-08,74.400002
PG,2015-10-09,74.480003
PG,2015-10-12,74.330002
PG,2015-10-13,74.110001
PG,2015-10-14,74.209999
PG,2015-10-15,74.269997
PG,2015-10-16,74.900002
PG,2015-10-19,75.160004
PG,2015-10-20,74.43
PG,2015-10-21,73.589996
PG,2015-10-22,74.849998
PG,2015-10-23,77.029999
PG,2015-10-26,77.489998
PG,2015-10-27,77.290001
PG,2015-10-28,76.510002
PG,2015-10-29,77.019997
PG,2015-10-30,76.379997
PG,2015-11-02,76.599998
PG,2015-11-03,77.050003
PG,2015-11-04,77.059998
PG,2015-11-05,76.389999
PG,2015-11-06,75.57
PG,2015-11-09,75.400002
PG,2015-11-10,75.769997
PG,2015-11-11,75.959999
PG,2015-11-12,74.660004
PG,2015-11-13,73.959999
PG,2015-11-16,75.300003
PG,2015-11-17,75.07
PG,2015-11-18,75.900002
PG,2015-11-19,76.220001
PG,2015-11-20,75.82
PG,2015-11-23,75.970001
PG,2015-11-24,76.449997
PG,2015-11-25,75.900002
PG,2015-11-27,75.699997
PG,2015-11-30,74.839996
PG,2015-12-01,75.940002
PG,2015-12-02,75.790001
PG,2015-12-03,75.739998
PG,2015-12-04,77.830002
PG,2015-12-07,78.370003
PG,2015-12-08,77.75
PG,2015-12-09,77.699997
PG,2015-12-10,77.790001
PG,2015-12-11,77.779999
PG,2015-12-14,78.290001
PG,2015-12-15,79.68
PG,2015-12-16,80.989998
PG,2015-12-17,80.290001
PG,2015-12-18,78.129997
PG,2015-12-21,78.949997
PG,2015-12-22,79.599998
PG,2015-12-23,79.919998
PG,2015-12-24,79.790001
PG,2015-12-28,79.919998
PG,2015-12-29,80.360001
PG,2015-12-30,80.07
PG,2015-12-31,79.410004
PG,2016-01-04,78.370003
PG,2016-01-05,78.620003
PG,2016-01-06,77.860001
PG,2016-01-07,77.18
PG,2016-01-08,75.970001
PG,2016-01-11,76.669998
PG,2016-01-12,76.510002
PG,2016-01-13,75.849998
PG,2016-01-14,76.150002
PG,2016-01-15,74.980003
PG,2016-01-19,76.730003
PG,2016-01-20,75.830002
PG,2016-01-21,76.720001
PG,2016-01-22,77.360001
PG,2016-01-25,76.849998
PG,2016-01-26,78.809998
PG,2016-01-27,78.800003
PG,2016-01-28,79.82
PG,2016-01-29,81.690002
PG,2016-02-01,81.120003
PG,2016-02-02,80.220001
PG,2016-02-03,81.099998
PG,2016-02-04,80.699997
PG,2016-02-05,81.199997
PG,2016-02-08,82.620003
PG,2016-02-09,82.639999
PG,2016-02-10,81.620003
PG,2016-02-11,79.900002
PG,2016-02-12,80.989998
PG,2016-02-16,81.470001
PG,2016-02-17,82.449997
PG,2016-02-18,81.980003
PG,2016-02-19,81.790001
PG,2016-02-22,82.129997
PG,2016-02-23,81.809998
PG,2016-02-24,81.559998
PG,2016-02-25,82.339996
PG,2016-02-26,81.099998
PG,2016-02-29,80.290001
PG,2016-03-01,81.230003
PG,2016-03-02,82.550003
PG,2016-03-03,82.839996
PG,2016-03-04,83.489998
PG,2016-03-07,83.099998
PG,2016-03-08,83.059998
PG,2016-03-09,82.959999
PG,2016-03-10,82.279999
PG,2016-03-11,81.75
PG,2016-03-14,81.169998
PG,2016-03-15,81.309998
PG,2016-03-16,81.339996
PG,2016-03-17,82.75
PG,2016-03-18,83.150002
PG,2016-03-21,83.32
PG,2016-03-22,82.739998
PG,2016-03-23,82.82
PG,2016-03-24,82.889999
PG,2016-03-28,82.620003
PG,2016-03-29,82.800003
PG,2016-03-30,82.68
PG,2016-03-31,82.309998
PG,2016-04-01,83.529999
PG,2016-04-04,83.209999
PG,2016-04-05,83.160004
PG,2016-04-06,83.809998
PG,2016-04-07,83.239998
PG,2016-04-08,83.199997
PG,2016-04-11,82.730003
PG,2016-04-12,82.830002
PG,2016-04-13,82.459999
PG,2016-04-14,82.010002
PG,2016-04-15,82.300003
PG,2016-04-18,82.830002
PG,2016-04-19,83.279999
PG,2016-04-20,81.550003
PG,2016-04-21,80.800003
PG,2016-04-22,80.949997
PG,2016-04-25,81.410004
PG,2016-04-26,79.550003
PG,2016-04-27,79.889999
PG,2016-04-28,79.760002
PG,2016-04-29,80.120003
PG,2016-05-02,80.970001
PG,2016-05-03,81.099998
PG,2016-05-04,81.599998
PG,2016-05-05,81.300003
PG,2016-05-06,82.129997
PG,2016-05-09,82.120003
PG,2016-05-10,82.480003
PG,2016-05-11,82.150002
PG,2016-05-12,82.410004
PG,2016-05-13,81.230003
PG,2016-05-16,81.629997
PG,2016-05-17,80.620003
PG,2016-05-18,79.849998
PG,2016-05-19,80.190002
PG,2016-05-20,80.019997
PG,2016-05-23,80.199997
PG,2016-05-24,80.970001
PG,2016-05-25,81.480003
PG,2016-05-26,81.220001
